workerid,movieID,reactionTime,PArray,AArray,attentionTime,trialNum,expt
755,83,589,1,0,16.9,15,8b:LBtimes
48,53,382,1,0,10.9,15,8b:LBtimes
546,87,597,0,0,16.9,15,8b:LBtimes
771,97,1343,0,0,18.9,15,8b:LBtimes
499,93,571,1,0,18.9,15,8b:LBtimes
789,91,510,1,1,18.9,15,8b:LBtimes
812,95,686,0,1,18.9,15,8b:LBtimes
790,55,477,0,1,10.9,15,8b:LBtimes
882,95,806,0,1,18.9,15,8b:LBtimes
845,53,428,1,0,10.9,15,8b:LBtimes
792,65,742,0,1,12.9,15,8b:LBtimes
760,97,451,0,0,18.9,15,8b:LBtimes
866,71,497,1,1,14.9,15,8b:LBtimes
847,93,593,1,0,18.9,15,8b:LBtimes
773,77,452,0,0,14.9,15,8b:LBtimes
810,83,517,1,0,16.9,15,8b:LBtimes
806,81,519,1,1,16.9,15,8b:LBtimes
754,71,614,1,1,14.9,15,8b:LBtimes
832,75,587,0,1,14.9,15,8b:LBtimes
455,93,772,1,0,18.9,15,8b:LBtimes
751,87,494,0,0,16.9,15,8b:LBtimes
826,57,642,0,0,10.9,15,8b:LBtimes
732,77,863,0,0,14.9,15,8b:LBtimes
867,63,664,1,0,12.9,15,8b:LBtimes
31,77,805,0,0,14.9,15,8b:LBtimes
831,65,511,0,1,12.9,15,8b:LBtimes
816,73,592,1,0,14.9,15,8b:LBtimes
150,85,671,0,1,16.9,15,8b:LBtimes
734,53,744,1,0,10.9,15,8b:LBtimes
294,93,740,1,0,18.9,15,8b:LBtimes
857,97,477,0,0,18.9,15,8b:LBtimes
875,61,552,1,1,12.9,15,8b:LBtimes
828,73,499,1,0,14.9,15,8b:LBtimes
801,91,414,1,1,18.9,15,8b:LBtimes
763,65,438,0,1,12.9,15,8b:LBtimes
749,51,525,1,1,10.9,15,8b:LBtimes
772,91,531,1,1,18.9,15,8b:LBtimes
825,95,757,0,1,18.9,15,8b:LBtimes
543,63,509,1,0,12.9,15,8b:LBtimes
870,63,461,1,0,12.9,15,8b:LBtimes
799,85,407,0,1,16.9,15,8b:LBtimes
766,93,471,1,0,18.9,15,8b:LBtimes
804,55,605,0,1,10.9,15,8b:LBtimes
844,97,1295,0,0,18.9,15,8b:LBtimes
865,93,716,1,0,18.9,15,8b:LBtimes
829,93,526,1,0,18.9,15,8b:LBtimes
770,57,576,0,0,10.9,15,8b:LBtimes
853,93,483,1,0,18.9,15,8b:LBtimes
858,87,423,0,0,16.9,15,8b:LBtimes
510,73,1622,1,0,14.9,15,8b:LBtimes
839,73,467,1,0,14.9,15,8b:LBtimes
840,55,394,0,1,10.9,15,8b:LBtimes
827,63,1011,1,0,12.9,15,8b:LBtimes
784,97,645,0,0,18.9,15,8b:LBtimes
849,85,654,0,1,16.9,15,8b:LBtimes
791,57,474,0,0,10.9,15,8b:LBtimes
819,77,598,0,0,14.9,15,8b:LBtimes
782,57,548,0,0,10.9,15,8b:LBtimes
823,91,1169,1,1,18.9,15,8b:LBtimes
848,53,615,1,0,10.9,15,8b:LBtimes
767,51,423,1,1,10.9,15,8b:LBtimes
878,95,533,0,1,18.9,15,8b:LBtimes
873,75,470,0,1,14.9,15,8b:LBtimes
815,51,1094,1,1,10.9,16,8b:LBtimes
787,51,832,1,1,10.9,16,8b:LBtimes
765,97,1041,0,0,18.9,16,8b:LBtimes
808,87,630,0,0,16.9,16,8b:LBtimes
794,63,430,1,0,12.9,16,8b:LBtimes
821,71,430,1,1,14.9,16,8b:LBtimes
796,51,720,1,1,10.9,16,8b:LBtimes
761,85,608,0,1,16.9,16,8b:LBtimes
835,97,922,0,0,18.9,16,8b:LBtimes
877,87,788,0,0,16.9,16,8b:LBtimes
777,81,548,1,1,16.9,16,8b:LBtimes
750,85,666,0,1,16.9,16,8b:LBtimes
856,75,528,0,1,14.9,16,8b:LBtimes
788,77,665,0,0,14.9,16,8b:LBtimes
786,91,1032,1,1,18.9,16,8b:LBtimes
874,87,856,0,0,16.9,16,8b:LBtimes
851,51,707,1,1,10.9,16,8b:LBtimes
554,75,709,0,1,14.9,16,8b:LBtimes
805,91,678,1,1,18.9,16,8b:LBtimes
846,87,489,0,0,16.9,16,8b:LBtimes
860,87,544,0,0,16.9,16,8b:LBtimes
780,83,734,1,0,16.9,16,8b:LBtimes
48,55,1424,0,1,10.9,16,8b:LBtimes
546,67,533,0,0,12.9,16,8b:LBtimes
789,51,405,1,1,10.9,16,8b:LBtimes
811,73,934,1,0,14.9,16,8b:LBtimes
830,61,476,1,1,12.9,16,8b:LBtimes
790,81,447,1,1,16.9,16,8b:LBtimes
809,93,984,1,0,18.9,16,8b:LBtimes
802,57,479,0,0,10.9,16,8b:LBtimes
792,81,653,1,1,16.9,16,8b:LBtimes
758,73,672,1,0,14.9,16,8b:LBtimes
847,75,695,0,1,14.9,16,8b:LBtimes
836,81,959,1,1,16.9,16,8b:LBtimes
806,97,532,0,0,18.9,16,8b:LBtimes
754,91,582,1,1,18.9,16,8b:LBtimes
746,81,632,1,1,16.9,16,8b:LBtimes
880,85,741,0,1,16.9,16,8b:LBtimes
826,55,722,0,1,10.9,16,8b:LBtimes
883,83,391,1,0,16.9,16,8b:LBtimes
867,55,680,0,1,10.9,16,8b:LBtimes
769,81,753,1,1,16.9,16,8b:LBtimes
752,87,486,0,0,16.9,16,8b:LBtimes
816,91,583,1,1,18.9,16,8b:LBtimes
150,83,829,1,0,16.9,16,8b:LBtimes
859,61,541,1,1,12.9,16,8b:LBtimes
294,71,550,1,1,14.9,16,8b:LBtimes
474,97,621,0,0,18.9,16,8b:LBtimes
857,77,490,0,0,14.9,16,8b:LBtimes
875,77,632,0,0,14.9,16,8b:LBtimes
876,83,801,1,0,16.9,16,8b:LBtimes
864,73,728,1,0,14.9,16,8b:LBtimes
749,81,957,1,1,16.9,16,8b:LBtimes
879,75,547,0,1,14.9,16,8b:LBtimes
854,75,1743,0,1,14.9,16,8b:LBtimes
772,81,560,1,1,16.9,16,8b:LBtimes
764,95,445,0,1,18.9,16,8b:LBtimes
838,53,479,1,0,10.9,16,8b:LBtimes
870,73,534,1,0,14.9,16,8b:LBtimes
861,91,994,1,1,18.9,16,8b:LBtimes
98,97,1277,0,0,18.9,16,8b:LBtimes
409,57,550,0,0,10.9,16,8b:LBtimes
766,61,509,1,1,12.9,16,8b:LBtimes
868,53,737,1,0,10.9,16,8b:LBtimes
804,51,554,1,1,10.9,16,8b:LBtimes
865,81,596,1,1,16.9,16,8b:LBtimes
753,83,614,1,0,16.9,16,8b:LBtimes
798,95,523,0,1,18.9,16,8b:LBtimes
770,73,415,1,0,14.9,16,8b:LBtimes
858,67,503,0,0,12.9,16,8b:LBtimes
795,85,847,0,1,16.9,16,8b:LBtimes
840,83,341,1,0,16.9,16,8b:LBtimes
827,91,416,1,1,18.9,16,8b:LBtimes
779,51,681,1,1,10.9,16,8b:LBtimes
778,65,566,0,1,12.9,16,8b:LBtimes
834,51,565,1,1,10.9,16,8b:LBtimes
849,95,559,0,1,18.9,16,8b:LBtimes
757,61,530,1,1,12.9,16,8b:LBtimes
78,61,677,1,1,12.9,16,8b:LBtimes
782,97,619,0,0,18.9,16,8b:LBtimes
748,71,639,1,1,14.9,16,8b:LBtimes
823,75,1143,0,1,14.9,16,8b:LBtimes
848,85,595,0,1,16.9,16,8b:LBtimes
850,87,742,0,0,16.9,16,8b:LBtimes
884,51,687,1,1,10.9,16,8b:LBtimes
878,51,590,1,1,10.9,16,8b:LBtimes
873,73,427,1,0,14.9,16,8b:LBtimes
843,73,765,1,0,14.9,17,8b:LBtimes
815,91,534,1,1,18.9,17,8b:LBtimes
817,65,942,0,1,12.9,17,8b:LBtimes
872,51,450,1,1,10.9,17,8b:LBtimes
855,65,691,0,1,12.9,17,8b:LBtimes
794,83,516,1,0,16.9,17,8b:LBtimes
796,53,668,1,0,10.9,17,8b:LBtimes
762,93,740,1,0,18.9,17,8b:LBtimes
761,83,688,1,0,16.9,17,8b:LBtimes
856,81,568,1,1,16.9,17,8b:LBtimes
788,61,705,1,1,12.9,17,8b:LBtimes
851,73,542,1,0,14.9,17,8b:LBtimes
554,87,558,0,0,16.9,17,8b:LBtimes
805,67,440,0,0,12.9,17,8b:LBtimes
818,81,561,1,1,16.9,17,8b:LBtimes
860,61,671,1,1,12.9,17,8b:LBtimes
800,65,403,0,1,12.9,17,8b:LBtimes
48,85,476,0,1,16.9,17,8b:LBtimes
499,81,452,1,1,16.9,17,8b:LBtimes
789,73,479,1,0,14.9,17,8b:LBtimes
811,77,751,0,0,14.9,17,8b:LBtimes
809,57,679,0,0,10.9,17,8b:LBtimes
802,63,397,1,0,12.9,17,8b:LBtimes
760,55,430,0,1,10.9,17,8b:LBtimes
866,97,571,0,0,18.9,17,8b:LBtimes
783,51,516,1,1,10.9,17,8b:LBtimes
758,61,607,1,1,12.9,17,8b:LBtimes
768,93,1552,1,0,18.9,17,8b:LBtimes
847,77,751,0,0,14.9,17,8b:LBtimes
806,95,518,0,1,18.9,17,8b:LBtimes
832,65,765,0,1,12.9,17,8b:LBtimes
219,85,495,0,1,16.9,17,8b:LBtimes
746,75,663,0,1,14.9,17,8b:LBtimes
826,53,577,1,0,10.9,17,8b:LBtimes
883,81,466,1,1,16.9,17,8b:LBtimes
831,95,671,0,1,18.9,17,8b:LBtimes
816,95,607,0,1,18.9,17,8b:LBtimes
150,67,563,0,0,12.9,17,8b:LBtimes
324,97,775,0,0,18.9,17,8b:LBtimes
828,75,840,0,1,14.9,17,8b:LBtimes
763,75,642,0,1,14.9,17,8b:LBtimes
489,77,711,0,0,14.9,17,8b:LBtimes
749,65,489,0,1,12.9,17,8b:LBtimes
825,85,680,0,1,16.9,17,8b:LBtimes
764,61,461,1,1,12.9,17,8b:LBtimes
838,85,487,0,1,16.9,17,8b:LBtimes
159,95,678,0,1,18.9,17,8b:LBtimes
870,57,577,0,0,10.9,17,8b:LBtimes
98,53,379,1,0,10.9,17,8b:LBtimes
409,91,615,1,1,18.9,17,8b:LBtimes
799,57,689,0,0,10.9,17,8b:LBtimes
814,63,615,1,0,12.9,17,8b:LBtimes
766,87,540,0,0,16.9,17,8b:LBtimes
868,61,1205,1,1,12.9,17,8b:LBtimes
842,83,617,1,0,16.9,17,8b:LBtimes
804,65,548,0,1,12.9,17,8b:LBtimes
774,95,1931,0,1,18.9,17,8b:LBtimes
865,51,534,1,1,10.9,17,8b:LBtimes
753,95,590,0,1,18.9,17,8b:LBtimes
798,83,561,1,0,16.9,17,8b:LBtimes
770,65,480,0,1,12.9,17,8b:LBtimes
853,95,538,0,1,18.9,17,8b:LBtimes
858,97,648,0,0,18.9,17,8b:LBtimes
778,95,446,0,1,18.9,17,8b:LBtimes
784,53,916,1,0,10.9,17,8b:LBtimes
834,65,579,0,1,12.9,17,8b:LBtimes
757,91,495,1,1,18.9,17,8b:LBtimes
819,75,1399,0,1,14.9,17,8b:LBtimes
78,93,1118,1,0,18.9,17,8b:LBtimes
782,53,525,1,0,10.9,17,8b:LBtimes
848,87,516,0,0,16.9,17,8b:LBtimes
850,75,753,0,1,14.9,17,8b:LBtimes
862,73,565,1,0,14.9,17,8b:LBtimes
884,53,589,1,0,10.9,17,8b:LBtimes
878,65,613,0,1,12.9,17,8b:LBtimes
873,93,1073,1,0,18.9,17,8b:LBtimes
817,85,446,0,1,16.9,18,8b:LBtimes
747,85,414,0,1,16.9,18,8b:LBtimes
765,63,587,1,0,12.9,18,8b:LBtimes
808,65,719,0,1,12.9,18,8b:LBtimes
821,75,514,0,1,14.9,18,8b:LBtimes
762,77,463,0,0,14.9,18,8b:LBtimes
837,71,396,1,1,14.9,18,8b:LBtimes
807,83,1316,1,0,16.9,18,8b:LBtimes
835,61,801,1,1,12.9,18,8b:LBtimes
877,77,606,0,0,14.9,18,8b:LBtimes
777,67,712,0,0,12.9,18,8b:LBtimes
750,75,837,0,1,14.9,18,8b:LBtimes
786,65,629,0,1,12.9,18,8b:LBtimes
874,65,505,0,1,12.9,18,8b:LBtimes
781,91,719,1,1,18.9,18,8b:LBtimes
851,65,563,0,1,12.9,18,8b:LBtimes
846,65,449,0,1,12.9,18,8b:LBtimes
860,67,448,0,0,12.9,18,8b:LBtimes
780,73,479,1,0,14.9,18,8b:LBtimes
793,67,621,0,0,12.9,18,8b:LBtimes
755,87,511,0,0,16.9,18,8b:LBtimes
800,81,982,1,1,16.9,18,8b:LBtimes
546,57,599,0,0,10.9,18,8b:LBtimes
789,53,440,1,0,10.9,18,8b:LBtimes
811,85,478,0,1,16.9,18,8b:LBtimes
759,75,743,0,1,14.9,18,8b:LBtimes
809,51,623,1,1,10.9,18,8b:LBtimes
802,95,598,0,1,18.9,18,8b:LBtimes
845,73,527,1,0,14.9,18,8b:LBtimes
792,75,542,0,1,14.9,18,8b:LBtimes
760,65,931,0,1,12.9,18,8b:LBtimes
785,55,569,0,1,10.9,18,8b:LBtimes
783,95,703,0,1,18.9,18,8b:LBtimes
773,93,886,1,0,18.9,18,8b:LBtimes
810,55,440,0,1,10.9,18,8b:LBtimes
754,83,483,1,0,16.9,18,8b:LBtimes
832,63,649,1,0,12.9,18,8b:LBtimes
219,51,556,1,1,10.9,18,8b:LBtimes
751,95,567,0,1,18.9,18,8b:LBtimes
746,65,693,0,1,12.9,18,8b:LBtimes
880,95,787,0,1,18.9,18,8b:LBtimes
803,81,519,1,1,16.9,18,8b:LBtimes
732,83,799,1,0,16.9,18,8b:LBtimes
867,73,598,1,0,14.9,18,8b:LBtimes
752,51,403,1,1,10.9,18,8b:LBtimes
859,91,1293,1,1,18.9,18,8b:LBtimes
294,97,588,0,0,18.9,18,8b:LBtimes
875,93,851,1,0,18.9,18,8b:LBtimes
876,57,1311,0,0,10.9,18,8b:LBtimes
828,67,708,0,0,12.9,18,8b:LBtimes
328,75,446,0,1,14.9,18,8b:LBtimes
720,95,546,0,1,18.9,18,8b:LBtimes
838,57,488,0,0,10.9,18,8b:LBtimes
775,61,632,1,1,12.9,18,8b:LBtimes
870,83,535,1,0,16.9,18,8b:LBtimes
98,71,400,1,1,14.9,18,8b:LBtimes
863,55,856,0,1,10.9,18,8b:LBtimes
409,65,679,0,1,12.9,18,8b:LBtimes
799,83,553,1,0,16.9,18,8b:LBtimes
814,71,580,1,1,14.9,18,8b:LBtimes
869,83,666,1,0,16.9,18,8b:LBtimes
766,95,474,0,1,18.9,18,8b:LBtimes
774,57,1350,0,0,10.9,18,8b:LBtimes
844,73,495,1,0,14.9,18,8b:LBtimes
865,55,461,0,1,10.9,18,8b:LBtimes
753,73,535,1,0,14.9,18,8b:LBtimes
829,91,630,1,1,18.9,18,8b:LBtimes
798,93,512,1,0,18.9,18,8b:LBtimes
770,97,470,0,0,18.9,18,8b:LBtimes
853,67,432,0,0,12.9,18,8b:LBtimes
858,51,487,1,1,10.9,18,8b:LBtimes
839,83,493,1,0,16.9,18,8b:LBtimes
827,53,412,1,0,10.9,18,8b:LBtimes
778,85,562,0,1,16.9,18,8b:LBtimes
834,57,655,0,0,10.9,18,8b:LBtimes
822,61,856,1,1,12.9,18,8b:LBtimes
791,65,442,0,1,12.9,18,8b:LBtimes
757,55,659,0,1,10.9,18,8b:LBtimes
820,85,438,0,1,16.9,18,8b:LBtimes
813,93,836,1,0,18.9,18,8b:LBtimes
819,65,1455,0,1,12.9,18,8b:LBtimes
78,73,774,1,0,14.9,18,8b:LBtimes
782,77,423,0,0,14.9,18,8b:LBtimes
823,67,608,0,0,12.9,18,8b:LBtimes
848,57,629,0,0,10.9,18,8b:LBtimes
862,81,590,1,1,16.9,18,8b:LBtimes
843,57,865,0,0,10.9,19,8b:LBtimes
815,93,551,1,0,18.9,19,8b:LBtimes
817,71,542,1,1,14.9,19,8b:LBtimes
776,95,490,0,1,18.9,19,8b:LBtimes
872,87,392,0,0,16.9,19,8b:LBtimes
512,77,587,0,0,14.9,19,8b:LBtimes
747,71,444,1,1,14.9,19,8b:LBtimes
787,95,742,0,1,18.9,19,8b:LBtimes
765,67,1167,0,0,12.9,19,8b:LBtimes
808,67,484,0,0,12.9,19,8b:LBtimes
794,93,441,1,0,18.9,19,8b:LBtimes
796,65,718,0,1,12.9,19,8b:LBtimes
837,57,446,0,0,10.9,19,8b:LBtimes
761,61,545,1,1,12.9,19,8b:LBtimes
807,85,718,0,1,16.9,19,8b:LBtimes
877,83,652,1,0,16.9,19,8b:LBtimes
856,63,655,1,0,12.9,19,8b:LBtimes
874,81,404,1,1,16.9,19,8b:LBtimes
781,87,484,0,0,16.9,19,8b:LBtimes
554,51,554,1,1,10.9,19,8b:LBtimes
846,61,455,1,1,12.9,19,8b:LBtimes
818,71,536,1,1,14.9,19,8b:LBtimes
871,77,1345,0,0,14.9,19,8b:LBtimes
780,65,562,0,1,12.9,19,8b:LBtimes
797,75,822,0,1,14.9,19,8b:LBtimes
800,75,1029,0,1,14.9,19,8b:LBtimes
48,67,524,0,0,12.9,19,8b:LBtimes
546,61,588,1,1,12.9,19,8b:LBtimes
499,63,445,1,0,12.9,19,8b:LBtimes
811,71,486,1,1,14.9,19,8b:LBtimes
830,93,564,1,0,18.9,19,8b:LBtimes
790,87,508,0,0,16.9,19,8b:LBtimes
759,97,599,0,0,18.9,19,8b:LBtimes
824,53,612,1,0,10.9,19,8b:LBtimes
809,95,709,0,1,18.9,19,8b:LBtimes
845,61,394,1,1,12.9,19,8b:LBtimes
792,85,734,0,1,16.9,19,8b:LBtimes
866,53,651,1,0,10.9,19,8b:LBtimes
768,77,612,0,0,14.9,19,8b:LBtimes
847,95,680,0,1,18.9,19,8b:LBtimes
806,83,575,1,0,16.9,19,8b:LBtimes
832,61,632,1,1,12.9,19,8b:LBtimes
219,97,745,0,0,18.9,19,8b:LBtimes
751,83,585,1,0,16.9,19,8b:LBtimes
826,75,1100,0,1,14.9,19,8b:LBtimes
732,55,688,0,1,10.9,19,8b:LBtimes
31,71,531,1,1,14.9,19,8b:LBtimes
150,63,435,1,0,12.9,19,8b:LBtimes
859,85,488,0,1,16.9,19,8b:LBtimes
294,85,566,0,1,16.9,19,8b:LBtimes
474,51,550,1,1,10.9,19,8b:LBtimes
864,75,670,0,1,14.9,19,8b:LBtimes
763,91,777,1,1,18.9,19,8b:LBtimes
854,81,2782,1,1,16.9,19,8b:LBtimes
772,55,629,0,1,10.9,19,8b:LBtimes
825,83,717,1,0,16.9,19,8b:LBtimes
764,63,410,1,0,12.9,19,8b:LBtimes
543,87,616,0,0,16.9,19,8b:LBtimes
870,61,481,1,1,12.9,19,8b:LBtimes
98,61,382,1,1,12.9,19,8b:LBtimes
799,91,622,1,1,18.9,19,8b:LBtimes
814,51,533,1,1,10.9,19,8b:LBtimes
869,85,541,0,1,16.9,19,8b:LBtimes
804,53,505,1,0,10.9,19,8b:LBtimes
865,97,633,0,0,18.9,19,8b:LBtimes
829,57,591,0,0,10.9,19,8b:LBtimes
770,63,495,1,0,12.9,19,8b:LBtimes
853,55,573,0,1,10.9,19,8b:LBtimes
858,61,374,1,1,12.9,19,8b:LBtimes
795,67,787,0,0,12.9,19,8b:LBtimes
779,91,556,1,1,18.9,19,8b:LBtimes
834,67,541,0,0,12.9,19,8b:LBtimes
852,85,553,0,1,16.9,19,8b:LBtimes
849,63,527,1,0,12.9,19,8b:LBtimes
757,85,547,0,1,16.9,19,8b:LBtimes
819,53,640,1,0,10.9,19,8b:LBtimes
848,81,359,1,1,16.9,19,8b:LBtimes
850,81,743,1,1,16.9,19,8b:LBtimes
862,67,1711,0,0,12.9,19,8b:LBtimes
873,71,485,1,1,14.9,19,8b:LBtimes
815,77,615,0,0,14.9,20,8b:LBtimes
776,57,513,0,0,10.9,20,8b:LBtimes
787,81,534,1,1,16.9,20,8b:LBtimes
794,65,460,0,1,12.9,20,8b:LBtimes
821,61,574,1,1,12.9,20,8b:LBtimes
796,95,842,0,1,18.9,20,8b:LBtimes
761,97,851,0,0,18.9,20,8b:LBtimes
835,63,658,1,0,12.9,20,8b:LBtimes
877,51,856,1,1,10.9,20,8b:LBtimes
856,95,679,0,1,18.9,20,8b:LBtimes
786,93,710,1,0,18.9,20,8b:LBtimes
874,85,544,0,1,16.9,20,8b:LBtimes
781,63,623,1,0,12.9,20,8b:LBtimes
851,63,682,1,0,12.9,20,8b:LBtimes
554,55,660,0,1,10.9,20,8b:LBtimes
805,97,553,0,0,18.9,20,8b:LBtimes
818,91,575,1,1,18.9,20,8b:LBtimes
780,93,1290,1,0,18.9,20,8b:LBtimes
797,73,580,1,0,14.9,20,8b:LBtimes
793,93,535,1,0,18.9,20,8b:LBtimes
800,67,1264,0,0,12.9,20,8b:LBtimes
48,83,539,1,0,16.9,20,8b:LBtimes
790,95,751,0,1,18.9,20,8b:LBtimes
759,61,576,1,1,12.9,20,8b:LBtimes
824,87,531,0,0,16.9,20,8b:LBtimes
809,87,623,0,0,16.9,20,8b:LBtimes
882,83,668,1,0,16.9,20,8b:LBtimes
845,71,527,1,1,14.9,20,8b:LBtimes
792,87,1701,0,0,16.9,20,8b:LBtimes
760,95,700,0,1,18.9,20,8b:LBtimes
785,93,438,1,0,18.9,20,8b:LBtimes
783,91,689,1,1,18.9,20,8b:LBtimes
758,93,566,1,0,18.9,20,8b:LBtimes
773,63,1088,1,0,12.9,20,8b:LBtimes
836,53,1127,1,0,10.9,20,8b:LBtimes
455,85,607,0,1,16.9,20,8b:LBtimes
880,51,589,1,1,10.9,20,8b:LBtimes
826,87,967,0,0,16.9,20,8b:LBtimes
881,53,463,1,0,10.9,20,8b:LBtimes
31,63,579,1,0,12.9,20,8b:LBtimes
752,73,388,1,0,14.9,20,8b:LBtimes
831,81,617,1,1,16.9,20,8b:LBtimes
150,81,583,1,1,16.9,20,8b:LBtimes
859,81,506,1,1,16.9,20,8b:LBtimes
734,85,616,0,1,16.9,20,8b:LBtimes
876,65,720,0,1,12.9,20,8b:LBtimes
864,57,618,0,0,10.9,20,8b:LBtimes
828,53,544,1,0,10.9,20,8b:LBtimes
763,97,776,0,0,18.9,20,8b:LBtimes
489,83,2326,1,0,16.9,20,8b:LBtimes
749,55,957,0,1,10.9,20,8b:LBtimes
328,71,449,1,1,14.9,20,8b:LBtimes
854,55,604,0,1,10.9,20,8b:LBtimes
720,57,404,0,0,10.9,20,8b:LBtimes
756,51,519,1,1,10.9,20,8b:LBtimes
825,63,476,1,0,12.9,20,8b:LBtimes
775,67,501,0,0,12.9,20,8b:LBtimes
861,87,1062,0,0,16.9,20,8b:LBtimes
98,57,369,0,0,10.9,20,8b:LBtimes
842,71,679,1,1,14.9,20,8b:LBtimes
804,57,522,0,0,10.9,20,8b:LBtimes
774,93,478,1,0,18.9,20,8b:LBtimes
844,67,623,0,0,12.9,20,8b:LBtimes
865,75,511,0,1,14.9,20,8b:LBtimes
753,51,543,1,1,10.9,20,8b:LBtimes
829,55,456,0,1,10.9,20,8b:LBtimes
770,87,455,0,0,16.9,20,8b:LBtimes
858,65,646,0,1,12.9,20,8b:LBtimes
510,71,486,1,1,14.9,20,8b:LBtimes
839,77,596,0,0,14.9,20,8b:LBtimes
795,77,582,0,0,14.9,20,8b:LBtimes
840,75,430,0,1,14.9,20,8b:LBtimes
827,97,457,0,0,18.9,20,8b:LBtimes
778,67,532,0,0,12.9,20,8b:LBtimes
784,85,577,0,1,16.9,20,8b:LBtimes
852,63,512,1,0,12.9,20,8b:LBtimes
849,65,638,0,1,12.9,20,8b:LBtimes
791,75,349,0,1,14.9,20,8b:LBtimes
813,97,1011,0,0,18.9,20,8b:LBtimes
78,53,628,1,0,10.9,20,8b:LBtimes
823,95,717,0,1,18.9,20,8b:LBtimes
848,63,382,1,0,12.9,20,8b:LBtimes
767,97,703,0,0,18.9,20,8b:LBtimes
884,71,645,1,1,14.9,20,8b:LBtimes
878,53,502,1,0,10.9,20,8b:LBtimes
873,95,523,0,1,18.9,20,8b:LBtimes
817,77,561,0,0,14.9,21,8b:LBtimes
308,81,897,1,1,16.9,21,8b:LBtimes
872,71,399,1,1,14.9,21,8b:LBtimes
512,81,609,1,1,16.9,21,8b:LBtimes
747,53,407,1,0,10.9,21,8b:LBtimes
765,83,937,1,0,16.9,21,8b:LBtimes
833,71,657,1,1,14.9,21,8b:LBtimes
796,91,595,1,1,18.9,21,8b:LBtimes
761,81,569,1,1,16.9,21,8b:LBtimes
807,91,710,1,1,18.9,21,8b:LBtimes
777,97,1326,0,0,18.9,21,8b:LBtimes
786,67,681,0,0,12.9,21,8b:LBtimes
781,77,605,0,0,14.9,21,8b:LBtimes
851,77,556,0,0,14.9,21,8b:LBtimes
805,51,487,1,1,10.9,21,8b:LBtimes
871,93,1325,1,0,18.9,21,8b:LBtimes
800,83,1095,1,0,16.9,21,8b:LBtimes
771,51,481,1,1,10.9,21,8b:LBtimes
499,55,416,0,1,10.9,21,8b:LBtimes
789,71,362,1,1,14.9,21,8b:LBtimes
830,95,1176,0,1,18.9,21,8b:LBtimes
812,97,703,0,0,18.9,21,8b:LBtimes
759,71,416,1,1,14.9,21,8b:LBtimes
809,55,752,0,1,10.9,21,8b:LBtimes
882,65,760,0,1,12.9,21,8b:LBtimes
785,73,464,1,0,14.9,21,8b:LBtimes
783,81,479,1,1,16.9,21,8b:LBtimes
758,57,624,0,0,10.9,21,8b:LBtimes
773,85,792,0,1,16.9,21,8b:LBtimes
836,97,621,0,0,18.9,21,8b:LBtimes
219,83,622,1,0,16.9,21,8b:LBtimes
455,71,1066,1,1,14.9,21,8b:LBtimes
746,53,772,1,0,10.9,21,8b:LBtimes
880,73,585,1,0,14.9,21,8b:LBtimes
826,93,740,1,0,18.9,21,8b:LBtimes
803,85,534,0,1,16.9,21,8b:LBtimes
883,67,388,0,0,12.9,21,8b:LBtimes
867,71,644,1,1,14.9,21,8b:LBtimes
31,55,692,0,1,10.9,21,8b:LBtimes
816,97,511,0,0,18.9,21,8b:LBtimes
294,51,535,1,1,10.9,21,8b:LBtimes
474,83,608,1,0,16.9,21,8b:LBtimes
875,87,678,0,0,16.9,21,8b:LBtimes
801,93,1479,1,0,18.9,21,8b:LBtimes
328,61,422,1,1,12.9,21,8b:LBtimes
879,73,575,1,0,14.9,21,8b:LBtimes
720,61,529,1,1,12.9,21,8b:LBtimes
772,85,535,0,1,16.9,21,8b:LBtimes
825,57,532,0,0,10.9,21,8b:LBtimes
764,65,678,0,1,12.9,21,8b:LBtimes
838,71,703,1,1,14.9,21,8b:LBtimes
159,91,698,1,1,18.9,21,8b:LBtimes
775,57,419,0,0,10.9,21,8b:LBtimes
98,87,1041,0,0,16.9,21,8b:LBtimes
799,71,670,1,1,14.9,21,8b:LBtimes
814,83,566,1,0,16.9,21,8b:LBtimes
842,77,531,0,0,14.9,21,8b:LBtimes
774,87,451,0,0,16.9,21,8b:LBtimes
844,65,709,0,1,12.9,21,8b:LBtimes
753,53,455,1,0,10.9,21,8b:LBtimes
829,65,576,0,1,12.9,21,8b:LBtimes
770,77,495,0,0,14.9,21,8b:LBtimes
839,57,525,0,0,10.9,21,8b:LBtimes
795,95,1329,0,1,18.9,21,8b:LBtimes
834,83,529,1,0,16.9,21,8b:LBtimes
822,53,808,1,0,10.9,21,8b:LBtimes
852,73,415,1,0,14.9,21,8b:LBtimes
849,91,750,1,1,18.9,21,8b:LBtimes
791,93,464,1,0,18.9,21,8b:LBtimes
820,81,389,1,1,16.9,21,8b:LBtimes
819,67,975,0,0,12.9,21,8b:LBtimes
848,91,454,1,1,18.9,21,8b:LBtimes
862,95,605,0,1,18.9,21,8b:LBtimes
767,93,697,1,0,18.9,21,8b:LBtimes
843,85,519,0,1,16.9,22,8b:LBtimes
815,67,456,0,0,12.9,22,8b:LBtimes
817,73,503,1,0,14.9,22,8b:LBtimes
872,81,425,1,1,16.9,22,8b:LBtimes
