workerid,movieID,reactionTime,PArray,AArray,attentionTime,trialNum,expt
324,51,711,1,1,10.9,3,8b:LBtimes
828,93,897,1,0,18.9,3,8b:LBtimes
801,51,438,1,1,10.9,3,8b:LBtimes
749,63,558,1,0,12.9,3,8b:LBtimes
328,93,460,1,0,18.9,3,8b:LBtimes
854,67,874,0,0,12.9,3,8b:LBtimes
720,93,544,1,0,18.9,3,8b:LBtimes
772,97,669,0,0,18.9,3,8b:LBtimes
756,61,496,1,1,12.9,3,8b:LBtimes
838,65,583,0,1,12.9,3,8b:LBtimes
159,51,774,1,1,10.9,3,8b:LBtimes
775,81,615,1,1,16.9,3,8b:LBtimes
863,93,940,1,0,18.9,3,8b:LBtimes
841,93,973,1,0,18.9,3,8b:LBtimes
774,75,539,0,1,14.9,3,8b:LBtimes
770,71,1096,1,1,14.9,3,8b:LBtimes
853,65,502,0,1,12.9,3,8b:LBtimes
858,91,486,1,1,18.9,3,8b:LBtimes
510,81,589,1,1,16.9,3,8b:LBtimes
839,93,978,1,0,18.9,3,8b:LBtimes
795,65,791,0,1,12.9,3,8b:LBtimes
779,63,496,1,0,12.9,3,8b:LBtimes
784,75,904,0,1,14.9,3,8b:LBtimes
834,85,1668,0,1,16.9,3,8b:LBtimes
852,83,398,1,0,16.9,3,8b:LBtimes
791,63,734,1,0,12.9,3,8b:LBtimes
782,63,508,1,0,12.9,3,8b:LBtimes
823,83,936,1,0,16.9,3,8b:LBtimes
848,73,582,1,0,14.9,3,8b:LBtimes
862,77,853,0,0,14.9,3,8b:LBtimes
767,75,464,0,1,14.9,3,8b:LBtimes
884,61,512,1,1,12.9,3,8b:LBtimes
815,81,535,1,1,16.9,4,8b:LBtimes
308,61,754,1,1,12.9,4,8b:LBtimes
776,51,684,1,1,10.9,4,8b:LBtimes
512,57,490,0,0,10.9,4,8b:LBtimes
765,61,659,1,1,12.9,4,8b:LBtimes
855,85,580,0,1,16.9,4,8b:LBtimes
833,95,583,0,1,18.9,4,8b:LBtimes
821,87,278,0,0,16.9,4,8b:LBtimes
762,55,516,0,1,10.9,4,8b:LBtimes
837,51,307,1,1,10.9,4,8b:LBtimes
761,91,690,1,1,18.9,4,8b:LBtimes
877,57,1076,0,0,10.9,4,8b:LBtimes
777,85,536,0,1,16.9,4,8b:LBtimes
750,83,619,1,0,16.9,4,8b:LBtimes
856,73,416,1,0,14.9,4,8b:LBtimes
788,91,545,1,1,18.9,4,8b:LBtimes
781,93,575,1,0,18.9,4,8b:LBtimes
851,85,581,0,1,16.9,4,8b:LBtimes
846,91,899,1,1,18.9,4,8b:LBtimes
871,57,789,0,0,10.9,4,8b:LBtimes
860,91,694,1,1,18.9,4,8b:LBtimes
780,61,734,1,1,12.9,4,8b:LBtimes
797,67,984,0,0,12.9,4,8b:LBtimes
793,97,590,0,0,18.9,4,8b:LBtimes
800,91,405,1,1,18.9,4,8b:LBtimes
499,51,456,1,1,10.9,4,8b:LBtimes
811,95,654,0,1,18.9,4,8b:LBtimes
812,55,601,0,1,10.9,4,8b:LBtimes
790,67,625,0,0,12.9,4,8b:LBtimes
759,57,504,0,0,10.9,4,8b:LBtimes
802,77,453,0,0,14.9,4,8b:LBtimes
845,67,541,0,0,12.9,4,8b:LBtimes
866,73,571,1,0,14.9,4,8b:LBtimes
785,57,509,0,0,10.9,4,8b:LBtimes
768,81,536,1,1,16.9,4,8b:LBtimes
847,67,830,0,0,12.9,4,8b:LBtimes
773,65,543,0,1,12.9,4,8b:LBtimes
836,85,559,0,1,16.9,4,8b:LBtimes
455,73,757,1,0,14.9,4,8b:LBtimes
751,61,479,1,1,12.9,4,8b:LBtimes
803,75,695,0,1,14.9,4,8b:LBtimes
881,57,424,0,0,10.9,4,8b:LBtimes
883,95,488,0,1,18.9,4,8b:LBtimes
752,75,732,0,1,14.9,4,8b:LBtimes
831,61,615,1,1,12.9,4,8b:LBtimes
816,51,528,1,1,10.9,4,8b:LBtimes
294,67,555,0,0,12.9,4,8b:LBtimes
474,95,1813,0,1,18.9,4,8b:LBtimes
875,91,735,1,1,18.9,4,8b:LBtimes
864,95,828,0,1,18.9,4,8b:LBtimes
324,53,574,1,0,10.9,4,8b:LBtimes
749,83,612,1,0,16.9,4,8b:LBtimes
328,97,526,0,0,18.9,4,8b:LBtimes
879,63,756,1,0,12.9,4,8b:LBtimes
720,85,618,0,1,16.9,4,8b:LBtimes
756,91,543,1,1,18.9,4,8b:LBtimes
825,93,853,1,0,18.9,4,8b:LBtimes
764,53,823,1,0,10.9,4,8b:LBtimes
543,77,498,0,0,14.9,4,8b:LBtimes
838,91,696,1,1,18.9,4,8b:LBtimes
775,85,571,0,1,16.9,4,8b:LBtimes
870,51,689,1,1,10.9,4,8b:LBtimes
863,95,1142,0,1,18.9,4,8b:LBtimes
409,63,623,1,0,12.9,4,8b:LBtimes
799,65,670,0,1,12.9,4,8b:LBtimes
868,63,964,1,0,12.9,4,8b:LBtimes
774,53,511,1,0,10.9,4,8b:LBtimes
844,63,607,1,0,12.9,4,8b:LBtimes
865,65,566,0,1,12.9,4,8b:LBtimes
753,63,702,1,0,12.9,4,8b:LBtimes
829,71,446,1,1,14.9,4,8b:LBtimes
798,65,1771,0,1,12.9,4,8b:LBtimes
770,95,1184,0,1,18.9,4,8b:LBtimes
853,75,552,0,1,14.9,4,8b:LBtimes
839,67,567,0,0,12.9,4,8b:LBtimes
795,87,778,0,0,16.9,4,8b:LBtimes
779,61,538,1,1,12.9,4,8b:LBtimes
778,81,567,1,1,16.9,4,8b:LBtimes
822,65,1464,0,1,12.9,4,8b:LBtimes
852,65,510,0,1,12.9,4,8b:LBtimes
791,85,586,0,1,16.9,4,8b:LBtimes
757,73,717,1,0,14.9,4,8b:LBtimes
819,61,696,1,1,12.9,4,8b:LBtimes
782,83,670,1,0,16.9,4,8b:LBtimes
748,73,809,1,0,14.9,4,8b:LBtimes
862,75,757,0,1,14.9,4,8b:LBtimes
767,87,611,0,0,16.9,4,8b:LBtimes
884,83,600,1,0,16.9,4,8b:LBtimes
843,71,960,1,1,14.9,5,8b:LBtimes
817,97,750,0,0,18.9,5,8b:LBtimes
308,65,502,0,1,12.9,5,8b:LBtimes
776,61,592,1,1,12.9,5,8b:LBtimes
872,75,416,0,1,14.9,5,8b:LBtimes
765,75,379,0,1,14.9,5,8b:LBtimes
855,93,491,1,0,18.9,5,8b:LBtimes
821,91,405,1,1,18.9,5,8b:LBtimes
761,87,762,0,0,16.9,5,8b:LBtimes
877,95,1152,0,1,18.9,5,8b:LBtimes
788,83,613,1,0,16.9,5,8b:LBtimes
874,77,651,0,0,14.9,5,8b:LBtimes
851,97,934,0,0,18.9,5,8b:LBtimes
554,67,615,0,0,12.9,5,8b:LBtimes
805,71,535,1,1,14.9,5,8b:LBtimes
846,63,416,1,0,12.9,5,8b:LBtimes
818,65,531,0,1,12.9,5,8b:LBtimes
871,51,732,1,1,10.9,5,8b:LBtimes
860,77,902,0,0,14.9,5,8b:LBtimes
780,91,1437,1,1,18.9,5,8b:LBtimes
797,53,545,1,0,10.9,5,8b:LBtimes
793,77,616,0,0,14.9,5,8b:LBtimes
800,73,462,1,0,14.9,5,8b:LBtimes
48,73,384,1,0,14.9,5,8b:LBtimes
546,53,557,1,0,10.9,5,8b:LBtimes
771,85,479,0,1,16.9,5,8b:LBtimes
499,53,680,1,0,10.9,5,8b:LBtimes
811,53,551,1,0,10.9,5,8b:LBtimes
812,85,534,0,1,16.9,5,8b:LBtimes
790,71,415,1,1,14.9,5,8b:LBtimes
759,85,775,0,1,16.9,5,8b:LBtimes
809,81,806,1,1,16.9,5,8b:LBtimes
882,71,646,1,1,14.9,5,8b:LBtimes
845,77,534,0,0,14.9,5,8b:LBtimes
760,81,418,1,1,16.9,5,8b:LBtimes
783,83,788,1,0,16.9,5,8b:LBtimes
758,71,575,1,1,14.9,5,8b:LBtimes
768,61,447,1,1,12.9,5,8b:LBtimes
847,97,759,0,0,18.9,5,8b:LBtimes
810,51,599,1,1,10.9,5,8b:LBtimes
806,71,525,1,1,14.9,5,8b:LBtimes
832,85,525,0,1,16.9,5,8b:LBtimes
751,53,670,1,0,10.9,5,8b:LBtimes
746,73,825,1,0,14.9,5,8b:LBtimes
881,67,422,0,0,12.9,5,8b:LBtimes
883,97,486,0,0,18.9,5,8b:LBtimes
867,57,782,0,0,10.9,5,8b:LBtimes
769,51,683,1,1,10.9,5,8b:LBtimes
31,67,770,0,0,12.9,5,8b:LBtimes
752,95,393,0,1,18.9,5,8b:LBtimes
831,57,582,0,0,10.9,5,8b:LBtimes
859,77,571,0,0,14.9,5,8b:LBtimes
734,51,408,1,1,10.9,5,8b:LBtimes
474,81,589,1,1,16.9,5,8b:LBtimes
876,85,1063,0,1,16.9,5,8b:LBtimes
763,63,691,1,0,12.9,5,8b:LBtimes
489,91,1056,1,1,18.9,5,8b:LBtimes
749,95,630,0,1,18.9,5,8b:LBtimes
772,93,612,1,0,18.9,5,8b:LBtimes
764,97,496,0,0,18.9,5,8b:LBtimes
543,81,488,1,1,16.9,5,8b:LBtimes
98,81,390,1,1,16.9,5,8b:LBtimes
841,57,545,0,0,10.9,5,8b:LBtimes
774,97,571,0,0,18.9,5,8b:LBtimes
753,71,535,1,1,14.9,5,8b:LBtimes
858,95,359,0,1,18.9,5,8b:LBtimes
510,51,410,1,1,10.9,5,8b:LBtimes
795,75,1022,0,1,14.9,5,8b:LBtimes
778,73,1224,1,0,14.9,5,8b:LBtimes
784,77,746,0,0,14.9,5,8b:LBtimes
852,81,535,1,1,16.9,5,8b:LBtimes
849,81,1119,1,1,16.9,5,8b:LBtimes
791,67,516,0,0,12.9,5,8b:LBtimes
813,75,745,0,1,14.9,5,8b:LBtimes
823,93,775,1,0,18.9,5,8b:LBtimes
850,93,583,1,0,18.9,5,8b:LBtimes
862,53,574,1,0,10.9,5,8b:LBtimes
815,75,551,0,1,14.9,6,8b:LBtimes
817,53,675,1,0,10.9,6,8b:LBtimes
512,55,625,0,1,10.9,6,8b:LBtimes
747,57,1116,0,0,10.9,6,8b:LBtimes
787,77,990,0,0,14.9,6,8b:LBtimes
765,73,416,1,0,14.9,6,8b:LBtimes
808,63,901,1,0,12.9,6,8b:LBtimes
855,67,549,0,0,12.9,6,8b:LBtimes
794,81,574,1,1,16.9,6,8b:LBtimes
796,77,661,0,0,14.9,6,8b:LBtimes
762,83,959,1,0,16.9,6,8b:LBtimes
837,55,463,0,1,10.9,6,8b:LBtimes
807,97,725,0,0,18.9,6,8b:LBtimes
777,63,521,1,0,12.9,6,8b:LBtimes
750,81,621,1,1,16.9,6,8b:LBtimes
856,93,735,1,0,18.9,6,8b:LBtimes
788,87,548,0,0,16.9,6,8b:LBtimes
874,93,491,1,0,18.9,6,8b:LBtimes
851,53,670,1,0,10.9,6,8b:LBtimes
846,93,442,1,0,18.9,6,8b:LBtimes
797,85,497,0,1,16.9,6,8b:LBtimes
793,53,561,1,0,10.9,6,8b:LBtimes
755,55,1760,0,1,10.9,6,8b:LBtimes
48,71,352,1,1,14.9,6,8b:LBtimes
546,71,542,1,1,14.9,6,8b:LBtimes
771,87,462,0,0,16.9,6,8b:LBtimes
811,91,398,1,1,18.9,6,8b:LBtimes
830,51,591,1,1,10.9,6,8b:LBtimes
790,73,462,1,0,14.9,6,8b:LBtimes
802,71,452,1,1,14.9,6,8b:LBtimes
785,85,688,0,1,16.9,6,8b:LBtimes
758,85,998,0,1,16.9,6,8b:LBtimes
768,55,539,0,1,10.9,6,8b:LBtimes
773,61,563,1,1,12.9,6,8b:LBtimes
806,65,480,0,1,12.9,6,8b:LBtimes
754,57,815,0,0,10.9,6,8b:LBtimes
832,83,582,1,0,16.9,6,8b:LBtimes
751,71,591,1,1,14.9,6,8b:LBtimes
746,51,668,1,1,10.9,6,8b:LBtimes
803,55,614,0,1,10.9,6,8b:LBtimes
883,85,385,0,1,16.9,6,8b:LBtimes
31,81,640,1,1,16.9,6,8b:LBtimes
816,77,623,0,0,14.9,6,8b:LBtimes
150,61,702,1,1,12.9,6,8b:LBtimes
875,67,471,0,0,12.9,6,8b:LBtimes
864,97,542,0,0,18.9,6,8b:LBtimes
324,87,550,0,0,16.9,6,8b:LBtimes
801,61,558,1,1,12.9,6,8b:LBtimes
763,87,749,0,0,16.9,6,8b:LBtimes
879,77,678,0,0,14.9,6,8b:LBtimes
854,87,768,0,0,16.9,6,8b:LBtimes
720,73,436,1,0,14.9,6,8b:LBtimes
772,77,635,0,0,14.9,6,8b:LBtimes
756,81,639,1,1,16.9,6,8b:LBtimes
764,57,534,0,0,10.9,6,8b:LBtimes
543,97,602,0,0,18.9,6,8b:LBtimes
159,57,598,0,0,10.9,6,8b:LBtimes
863,87,903,0,0,16.9,6,8b:LBtimes
766,55,715,0,1,10.9,6,8b:LBtimes
868,73,1154,1,0,14.9,6,8b:LBtimes
774,63,489,1,0,12.9,6,8b:LBtimes
770,81,535,1,1,16.9,6,8b:LBtimes
840,57,613,0,0,10.9,6,8b:LBtimes
827,95,394,0,1,18.9,6,8b:LBtimes
778,77,457,0,0,14.9,6,8b:LBtimes
852,77,519,0,0,14.9,6,8b:LBtimes
791,97,657,0,0,18.9,6,8b:LBtimes
757,77,682,0,0,14.9,6,8b:LBtimes
820,73,619,1,0,14.9,6,8b:LBtimes
78,71,781,1,1,14.9,6,8b:LBtimes
850,91,571,1,1,18.9,6,8b:LBtimes
862,91,615,1,1,18.9,6,8b:LBtimes
767,77,317,0,0,14.9,6,8b:LBtimes
878,55,982,0,1,10.9,6,8b:LBtimes
815,61,394,1,1,12.9,7,8b:LBtimes
308,95,1772,0,1,18.9,7,8b:LBtimes
512,95,729,0,1,18.9,7,8b:LBtimes
747,91,1076,1,1,18.9,7,8b:LBtimes
765,93,396,1,0,18.9,7,8b:LBtimes
796,85,704,0,1,16.9,7,8b:LBtimes
807,95,2565,0,1,18.9,7,8b:LBtimes
750,77,566,0,0,14.9,7,8b:LBtimes
856,65,607,0,1,12.9,7,8b:LBtimes
786,83,789,1,0,16.9,7,8b:LBtimes
874,75,608,0,1,14.9,7,8b:LBtimes
851,93,760,1,0,18.9,7,8b:LBtimes
805,53,523,1,0,10.9,7,8b:LBtimes
846,73,432,1,0,14.9,7,8b:LBtimes
818,93,535,1,0,18.9,7,8b:LBtimes
860,51,742,1,1,10.9,7,8b:LBtimes
780,75,642,0,1,14.9,7,8b:LBtimes
797,83,663,1,0,16.9,7,8b:LBtimes
755,81,551,1,1,16.9,7,8b:LBtimes
800,85,539,0,1,16.9,7,8b:LBtimes
830,75,739,0,1,14.9,7,8b:LBtimes
812,81,531,1,1,16.9,7,8b:LBtimes
790,65,459,0,1,12.9,7,8b:LBtimes
824,95,643,0,1,18.9,7,8b:LBtimes
809,53,2606,1,0,10.9,7,8b:LBtimes
882,55,840,0,1,10.9,7,8b:LBtimes
866,67,624,0,0,12.9,7,8b:LBtimes
783,93,651,1,0,18.9,7,8b:LBtimes
810,75,479,0,1,14.9,7,8b:LBtimes
806,87,551,0,0,16.9,7,8b:LBtimes
754,85,663,0,1,16.9,7,8b:LBtimes
832,53,734,1,0,10.9,7,8b:LBtimes
219,55,861,0,1,10.9,7,8b:LBtimes
455,87,803,0,0,16.9,7,8b:LBtimes
751,51,511,1,1,10.9,7,8b:LBtimes
746,91,849,1,1,18.9,7,8b:LBtimes
880,77,571,0,0,14.9,7,8b:LBtimes
803,97,616,0,0,18.9,7,8b:LBtimes
881,85,428,0,1,16.9,7,8b:LBtimes
816,61,559,1,1,12.9,7,8b:LBtimes
150,97,709,0,0,18.9,7,8b:LBtimes
734,67,727,0,0,12.9,7,8b:LBtimes
474,71,514,1,1,14.9,7,8b:LBtimes
876,95,1055,0,1,18.9,7,8b:LBtimes
864,81,649,1,1,16.9,7,8b:LBtimes
828,81,671,1,1,16.9,7,8b:LBtimes
801,65,525,0,1,12.9,7,8b:LBtimes
763,95,990,0,1,18.9,7,8b:LBtimes
879,71,695,1,1,14.9,7,8b:LBtimes
854,97,764,0,0,18.9,7,8b:LBtimes
764,55,545,0,1,10.9,7,8b:LBtimes
543,85,730,0,1,16.9,7,8b:LBtimes
838,83,608,1,0,16.9,7,8b:LBtimes
775,53,376,1,0,10.9,7,8b:LBtimes
861,95,731,0,1,18.9,7,8b:LBtimes
98,73,515,1,0,14.9,7,8b:LBtimes
863,51,1355,1,1,10.9,7,8b:LBtimes
409,73,690,1,0,14.9,7,8b:LBtimes
841,73,653,1,0,14.9,7,8b:LBtimes
869,65,580,0,1,12.9,7,8b:LBtimes
804,73,617,1,0,14.9,7,8b:LBtimes
774,55,686,0,1,10.9,7,8b:LBtimes
844,71,872,1,1,14.9,7,8b:LBtimes
829,53,407,1,0,10.9,7,8b:LBtimes
798,77,551,0,0,14.9,7,8b:LBtimes
510,87,903,0,0,16.9,7,8b:LBtimes
839,81,528,1,1,16.9,7,8b:LBtimes
779,77,533,0,0,14.9,7,8b:LBtimes
784,71,746,1,1,14.9,7,8b:LBtimes
757,51,703,1,1,10.9,7,8b:LBtimes
78,55,2063,0,1,10.9,7,8b:LBtimes
782,75,584,0,1,14.9,7,8b:LBtimes
748,77,912,0,0,14.9,7,8b:LBtimes
862,51,542,1,1,10.9,7,8b:LBtimes
767,71,835,1,1,14.9,7,8b:LBtimes
873,83,527,1,0,16.9,7,8b:LBtimes
817,81,573,1,1,16.9,8,8b:LBtimes
308,51,978,1,1,10.9,8,8b:LBtimes
776,91,611,1,1,18.9,8,8b:LBtimes
872,63,441,1,0,12.9,8,8b:LBtimes
512,51,578,1,1,10.9,8,8b:LBtimes
747,87,407,0,0,16.9,8,8b:LBtimes
787,93,854,1,0,18.9,8,8b:LBtimes
837,97,565,0,0,18.9,8,8b:LBtimes
807,57,757,0,0,10.9,8,8b:LBtimes
835,53,619,1,0,10.9,8,8b:LBtimes
777,53,1109,1,0,10.9,8,8b:LBtimes
750,51,657,1,1,10.9,8,8b:LBtimes
788,55,616,0,1,10.9,8,8b:LBtimes
786,63,616,1,0,12.9,8,8b:LBtimes
874,61,574,1,1,12.9,8,8b:LBtimes
805,87,630,0,0,16.9,8,8b:LBtimes
871,65,1773,0,1,12.9,8,8b:LBtimes
797,63,484,1,0,12.9,8,8b:LBtimes
546,97,607,0,0,18.9,8,8b:LBtimes
771,77,471,0,0,14.9,8,8b:LBtimes
499,71,444,1,1,14.9,8,8b:LBtimes
789,75,382,0,1,14.9,8,8b:LBtimes
830,73,460,1,0,14.9,8,8b:LBtimes
812,67,532,0,0,12.9,8,8b:LBtimes
790,53,363,1,0,10.9,8,8b:LBtimes
759,73,567,1,0,14.9,8,8b:LBtimes
